u,x1,x2,x3
-1,0.222,0.100358,3.93141
-1,0.221,0.10058,3.93151
-1,0.22,0.1008,3.93161
-1,0.219,0.10102,3.93171
-1,0.218,0.101238,3.93181
-1,0.217,0.101456,3.93191
-1,0.216,0.101672,3.93201
-1,0.215,0.101888,3.93211
-1,0.214,0.102102,3.93222
-1,0.213,0.102316,3.93232
-1,0.212,0.102528,3.93242
-1,0.211,0.10274,3.93252
-1,0.21,0.10295,3.93263
-1,0.209,0.10316,3.93273
-1,0.208,0.103368,3.93283
-1,0.207,0.103576,3.93294
-1,0.206,0.103782,3.93304
-1,0.205,0.103988,3.93314
-1,0.204,0.104192,3.93325
-1,0.203,0.104396,3.93335
-1,0.202,0.104598,3.93346
-1,0.201,0.1048,3.93356
-1,0.2,0.105,3.93367
-1,0.199,0.1052,3.93377
-1,0.198,0.105398,3.93388
-1,0.197,0.105596,3.93398
-1,0.196,0.105792,3.93409
-1,0.195,0.105988,3.93419
-1,0.194,0.106182,3.9343
-1,0.193,0.106376,3.93441
-1,0.192,0.106568,3.93451
-1,0.191,0.10676,3.93462
-1,0.19,0.10695,3.93473
-1,0.189,0.10714,3.93483
-1,0.188,0.107328,3.93494
-1,0.187,0.107516,3.93505
-1,0.186,0.107702,3.93516
-1,0.185,0.107888,3.93526
-1,0.184,0.108072,3.93537
-1,0.183,0.108256,3.93548
-1,0.182,0.108438,3.93559
-1,0.181,0.10862,3.9357
-1,0.18,0.1088,3.93581
-1,0.179,0.10898,3.93591
-1,0.178,0.109158,3.93602
-1,0.177,0.109336,3.93613
-1,0.176,0.109512,3.93624
-1,0.175,0.109688,3.93635
-1,0.174,0.109862,3.93646
-1,0.173,0.110036,3.93657
-1,0.172,0.110208,3.93668
-1,0.171,0.11038,3.93679
-1,0.17,0.11055,3.9369
-1,0.169,0.11072,3.93701
-1,0.168,0.110888,3.93712
-1,0.167,0.111056,3.93723
-1,0.166,0.111222,3.93735
-1,0.165,0.111388,3.93746
-1,0.164,0.111552,3.93757
-1,0.163,0.111716,3.93768
-1,0.162,0.111878,3.93779
-1,0.161,0.11204,3.9379
-1,0.16,0.1122,3.93802
-1,0.159,0.11236,3.93813
-1,0.158,0.112518,3.93824
-1,0.157,0.112676,3.93835
-1,0.156,0.112832,3.93847
-1,0.155,0.112988,3.93858
-1,0.154,0.113142,3.93869
-1,0.153,0.113296,3.93881
-1,0.152,0.113448,3.93892
-1,0.151,0.1136,3.93903
-1,0.15,0.11375,3.93915
-1,0.149,0.1139,3.93926
-1,0.148,0.114048,3.93937
-1,0.147,0.114196,3.93949
-1,0.146,0.114342,3.9396
-1,0.145,0.114488,3.93972
-1,0.144,0.114632,3.93983
-1,0.143,0.114776,3.93995
-1,0.142,0.114918,3.94006
-1,0.141,0.11506,3.94018
-1,0.14,0.1152,3.94029
-1,0.139,0.11534,3.94041
-1,0.138,0.115478,3.94052
-1,0.137,0.115616,3.94064
-1,0.136,0.115752,3.94075
-1,0.135,0.115888,3.94087
-1,0.134,0.116022,3.94098
-1,0.133,0.116156,3.9411
-1,0.132,0.116288,3.94122
-1,0.131,0.11642,3.94133
-1,0.13,0.11655,3.94145
-1,0.129,0.11668,3.94157
-1,0.128,0.116808,3.94168
-1,0.127,0.116936,3.9418
-1,0.126,0.117062,3.94192
-1,0.125,0.117188,3.94203
-1,0.124,0.117312,3.94215
-1,0.123,0.117436,3.94227
-1,0.122,0.117558,3.94239
-1,0.121,0.11768,3.9425
-1,0.12,0.1178,3.94262
-1,0.119,0.11792,3.94274
-1,0.118,0.118038,3.94286
-1,0.117,0.118156,3.94298
-1,0.116,0.118272,3.94309
-1,0.115,0.118388,3.94321
-1,0.114,0.118502,3.94333
-1,0.113,0.118616,3.94345
-1,0.112,0.118728,3.94357
-1,0.111,0.11884,3.94369
-1,0.11,0.11895,3.94381
-1,0.109,0.11906,3.94392
-1,0.108,0.119168,3.94404
-1,0.107,0.119276,3.94416
-1,0.106,0.119382,3.94428
-1,0.105,0.119488,3.9444
-1,0.104,0.119592,3.94452
-1,0.103,0.119696,3.94464
-1,0.102,0.119798,3.94476
-1,0.101,0.1199,3.94488
-1,0.1,0.12,3.945
-1,0.099,0.1201,3.94512
-1,0.098,0.120198,3.94524
-1,0.097,0.120296,3.94536
-1,0.096,0.120392,3.94548
-1,0.095,0.120488,3.9456
-1,0.094,0.120582,3.94572
-1,0.093,0.120676,3.94584
-1,0.092,0.120768,3.94596
-1,0.091,0.12086,3.94608
-1,0.09,0.12095,3.9462
-1,0.089,0.12104,3.94633
-1,0.088,0.121128,3.94645
-1,0.087,0.121216,3.94657
-1,0.086,0.121302,3.94669
-1,0.085,0.121388,3.94681
-1,0.084,0.121472,3.94693
-1,0.083,0.121556,3.94705
-1,0.082,0.121638,3.94718
-1,0.081,0.12172,3.9473
-1,0.08,0.1218,3.94742
-1,0.079,0.12188,3.94754
-1,0.078,0.121958,3.94766
-1,0.077,0.122036,3.94778
-1,0.076,0.122112,3.94791
-1,0.075,0.122188,3.94803
-1,0.074,0.122262,3.94815
-1,0.073,0.122336,3.94827
-1,0.072,0.122408,3.9484
-1,0.071,0.12248,3.94852
-1,0.07,0.12255,3.94864
-1,0.069,0.12262,3.94876
-1,0.068,0.122688,3.94889
-1,0.067,0.122756,3.94901
-1,0.066,0.122822,3.94913
-1,0.065,0.122888,3.94925
-1,0.064,0.122952,3.94938
-1,0.063,0.123016,3.9495
-1,0.062,0.123078,3.94962
-1,0.061,0.12314,3.94975
-1,0.06,0.1232,3.94987
-1,0.059,0.12326,3.94999
-1,0.058,0.123318,3.95012
-1,0.057,0.123376,3.95024
-1,0.056,0.123432,3.95036
-1,0.055,0.123488,3.95049
-1,0.054,0.123542,3.95061
-1,0.053,0.123596,3.95073
-1,0.052,0.123648,3.95086
-1,0.051,0.1237,3.95098
-1,0.05,0.12375,3.9511
-1,0.049,0.1238,3.95123
-1,0.048,0.123848,3.95135
-1,0.047,0.123896,3.95148
-1,0.046,0.123942,3.9516
-1,0.045,0.123988,3.95172
-1,0.044,0.124032,3.95185
-1,0.043,0.124076,3.95197
-1,0.042,0.124118,3.9521
-1,0.041,0.12416,3.95222
-1,0.04,0.1242,3.95234
-1,0.039,0.12424,3.95247
-1,0.038,0.124278,3.95259
-1,0.037,0.124316,3.95272
-1,0.036,0.124352,3.95284
-1,0.035,0.124388,3.95297
-1,0.034,0.124422,3.95309
-1,0.033,0.124456,3.95321
-1,0.032,0.124488,3.95334
-1,0.031,0.12452,3.95346
-1,0.03,0.12455,3.95359
-1,0.029,0.12458,3.95371
-1,0.028,0.124608,3.95384
-1,0.027,0.124636,3.95396
-1,0.026,0.124662,3.95409
-1,0.025,0.124688,3.95421
-1,0.024,0.124712,3.95434
-1,0.023,0.124735,3.95446
-1,0.022,0.124758,3.95459
-1,0.021,0.12478,3.95471
-1,0.02,0.1248,3.95483
-1,0.019,0.12482,3.95496
-1,0.018,0.124838,3.95508
-1,0.017,0.124856,3.95521
-1,0.016,0.124872,3.95533
-1,0.015,0.124887,3.95546
-1,0.014,0.124902,3.95558
-1,0.013,0.124916,3.95571
-1,0.012,0.124928,3.95583
-1,0.011,0.124939,3.95596
-1,0.01,0.12495,3.95608
-1,0.009,0.12496,3.95621
-1,0.008,0.124968,3.95633
-1,0.007,0.124976,3.95646
-1,0.006,0.124982,3.95658
-1,0.005,0.124988,3.95671
-1,0.004,0.124992,3.95683
-1,0.003,0.124995,3.95696
-1,0.002,0.124998,3.95708
-1,0.001,0.124999,3.95721
-1,-6.66134e-16,0.125,3.95733
-1,-0.001,0.125,3.95746
-1,-0.002,0.124998,3.95758
-1,-0.003,0.124996,3.95771
-1,-0.004,0.124992,3.95783
-1,-0.005,0.124988,3.95796
-1,-0.006,0.124982,3.95808
-1,-0.007,0.124976,3.95821
-1,-0.008,0.124968,3.95833
-1,-0.009,0.12496,3.95846
-1,-0.01,0.12495,3.95858
-1,-0.011,0.124939,3.95871
-1,-0.012,0.124928,3.95883
-1,-0.013,0.124915,3.95896
-1,-0.014,0.124902,3.95908
-1,-0.015,0.124888,3.95921
-1,-0.016,0.124872,3.95933
-1,-0.017,0.124856,3.95946
-1,-0.018,0.124838,3.95958
-1,-0.019,0.124819,3.95971
-1,-0.02,0.1248,3.95983
-1,-0.021,0.12478,3.95996
-1,-0.022,0.124758,3.96008
-1,-0.023,0.124735,3.96021
-1,-0.024,0.124712,3.96033
-1,-0.025,0.124688,3.96046
-1,-0.026,0.124662,3.96058
-1,-0.027,0.124636,3.96071
-1,-0.028,0.124608,3.96083
-1,-0.029,0.12458,3.96095
-1,-0.03,0.12455,3.96108
-1,-0.031,0.12452,3.9612
-1,-0.032,0.124488,3.96133
-1,-0.033,0.124456,3.96145
-1,-0.034,0.124422,3.96158
-1,-0.035,0.124388,3.9617
-1,-0.036,0.124352,3.96183
-1,-0.037,0.124316,3.96195
-1,-0.038,0.124278,3.96207
-1,-0.039,0.12424,3.9622
-1,-0.04,0.1242,3.96232
-1,-0.041,0.12416,3.96245
-1,-0.042,0.124118,3.96257
-1,-0.043,0.124076,3.9627
-1,-0.044,0.124032,3.96282
-1,-0.045,0.123988,3.96294
-1,-0.046,0.123942,3.96307
-1,-0.047,0.123896,3.96319
-1,-0.048,0.123848,3.96331
-1,-0.049,0.1238,3.96344
-1,-0.05,0.12375,3.96356
-1,-0.051,0.1237,3.96369
-1,-0.052,0.123648,3.96381
-1,-0.053,0.123596,3.96393
-1,-0.054,0.123542,3.96406
-1,-0.055,0.123488,3.96418
-1,-0.056,0.123432,3.9643
-1,-0.057,0.123376,3.96443
-1,-0.058,0.123318,3.96455
-1,-0.059,0.12326,3.96467
-1,-0.06,0.1232,3.9648
-1,-0.061,0.12314,3.96492
-1,-0.062,0.123078,3.96504
-1,-0.063,0.123016,3.96517
-1,-0.064,0.122952,3.96529
-1,-0.065,0.122888,3.96541
-1,-0.066,0.122822,3.96554
-1,-0.067,0.122756,3.96566
-1,-0.068,0.122688,3.96578
-1,-0.069,0.12262,3.9659
-1,-0.07,0.12255,3.96603
-1,-0.071,0.12248,3.96615
-1,-0.072,0.122408,3.96627
-1,-0.073,0.122336,3.96639
-1,-0.074,0.122262,3.96652
-1,-0.075,0.122188,3.96664
-1,-0.076,0.122112,3.96676
-1,-0.077,0.122036,3.96688
-1,-0.078,0.121958,3.967
-1,-0.079,0.12188,3.96713
-1,-0.08,0.1218,3.96725
-1,-0.081,0.12172,3.96737
-1,-0.082,0.121638,3.96749
-1,-0.083,0.121556,3.96761
-1,-0.084,0.121472,3.96773
-1,-0.085,0.121388,3.96786
-1,-0.086,0.121302,3.96798
-1,-0.087,0.121216,3.9681
-1,-0.088,0.121128,3.96822
-1,-0.089,0.12104,3.96834
-1,-0.09,0.12095,3.96846
-1,-0.091,0.12086,3.96858
-1,-0.092,0.120768,3.9687
-1,-0.093,0.120676,3.96882
-1,-0.094,0.120582,3.96894
-1,-0.095,0.120488,3.96907
-1,-0.096,0.120392,3.96919
-1,-0.097,0.120296,3.96931
-1,-0.098,0.120198,3.96943
-1,-0.099,0.1201,3.96955
-1,-0.1,0.12,3.96967
-1,-0.101,0.1199,3.96979
-1,-0.102,0.119798,3.96991
-1,-0.103,0.119696,3.97003
-1,-0.104,0.119592,3.97015
-1,-0.105,0.119488,3.97027
-1,-0.106,0.119382,3.97038
-1,-0.107,0.119276,3.9705
-1,-0.108,0.119168,3.97062
-1,-0.109,0.11906,3.97074
-1,-0.11,0.11895,3.97086
-1,-0.111,0.11884,3.97098
-1,-0.112,0.118728,3.9711
-1,-0.113,0.118616,3.97122
-1,-0.114,0.118502,3.97134
-1,-0.115,0.118388,3.97145
-1,-0.116,0.118272,3.97157
-1,-0.117,0.118156,3.97169
-1,-0.118,0.118038,3.97181
-1,-0.119,0.11792,3.97193
-1,-0.12,0.1178,3.97205
-1,-0.121,0.11768,3.97216
-1,-0.122,0.117558,3.97228
-1,-0.123,0.117436,3.9724
-1,-0.124,0.117312,3.97252
-1,-0.125,0.117188,3.97263
-1,-0.126,0.117062,3.97275
-1,-0.127,0.116936,3.97287
-1,-0.128,0.116808,3.97298
-1,-0.129,0.11668,3.9731
-1,-0.13,0.11655,3.97322
-1,-0.131,0.11642,3.97333
-1,-0.132,0.116288,3.97345
-1,-0.133,0.116156,3.97357
-1,-0.134,0.116022,3.97368
-1,-0.135,0.115888,3.9738
-1,-0.136,0.115752,3.97391
-1,-0.137,0.115616,3.97403
-1,-0.138,0.115478,3.97415
-1,-0.139,0.11534,3.97426
-1,-0.14,0.1152,3.97438
-1,-0.141,0.11506,3.97449
-1,-0.142,0.114918,3.97461
-1,-0.143,0.114776,3.97472
-1,-0.144,0.114632,3.97484
-1,-0.145,0.114488,3.97495
-1,-0.146,0.114342,3.97506
-1,-0.147,0.114196,3.97518
-1,-0.148,0.114048,3.97529
-1,-0.149,0.1139,3.97541
-1,-0.15,0.11375,3.97552
-1,-0.151,0.1136,3.97563
-1,-0.152,0.113448,3.97575
-1,-0.153,0.113296,3.97586
-1,-0.154,0.113142,3.97597
-1,-0.155,0.112988,3.97609
-1,-0.156,0.112832,3.9762
-1,-0.157,0.112676,3.97631
-1,-0.158,0.112518,3.97643
-1,-0.159,0.11236,3.97654
-1,-0.16,0.1122,3.97665
-1,-0.161,0.11204,3.97676
-1,-0.162,0.111878,3.97687
-1,-0.163,0.111716,3.97699
-1,-0.164,0.111552,3.9771
-1,-0.165,0.111388,3.97721
-1,-0.166,0.111222,3.97732
-1,-0.167,0.111056,3.97743
-1,-0.168,0.110888,3.97754
-1,-0.169,0.11072,3.97765
-1,-0.17,0.11055,3.97776
-1,-0.171,0.11038,3.97787
-1,-0.172,0.110208,3.97799
-1,-0.173,0.110036,3.9781
-1,-0.174,0.109862,3.97821
-1,-0.175,0.109688,3.97832
-1,-0.176,0.109512,3.97842
-1,-0.177,0.109336,3.97853
-1,-0.178,0.109158,3.97864
-1,-0.179,0.10898,3.97875
-1,-0.18,0.1088,3.97886
-1,-0.181,0.10862,3.97897
-1,-0.182,0.108438,3.97908
-1,-0.183,0.108256,3.97919
-1,-0.184,0.108072,3.9793
-1,-0.185,0.107888,3.9794
-1,-0.186,0.107702,3.97951
-1,-0.187,0.107516,3.97962
-1,-0.188,0.107328,3.97973
-1,-0.189,0.10714,3.97983
-1,-0.19,0.10695,3.97994
-1,-0.191,0.10676,3.98005
-1,-0.192,0.106568,3.98015
-1,-0.193,0.106376,3.98026
-1,-0.194,0.106182,3.98037
-1,-0.195,0.105988,3.98047
-1,-0.196,0.105792,3.98058
-1,-0.197,0.105596,3.98068
-1,-0.198,0.105398,3.98079
-1,-0.199,0.1052,3.98089
-1,-0.2,0.105,3.981
-1,-0.201,0.1048,3.9811
-1,-0.202,0.104598,3.98121
-1,-0.203,0.104396,3.98131
-1,-0.204,0.104192,3.98142
-1,-0.205,0.103988,3.98152
-1,-0.206,0.103782,3.98163
-1,-0.207,0.103576,3.98173
-1,-0.208,0.103368,3.98183
-1,-0.209,0.10316,3.98194
-1,-0.21,0.10295,3.98204
-1,-0.211,0.10274,3.98214
-1,-0.212,0.102528,3.98225
-1,-0.213,0.102316,3.98235
-1,-0.214,0.102102,3.98245
-1,-0.215,0.101888,3.98255
-1,-0.216,0.101672,3.98265
-1,-0.217,0.101456,3.98276
-1,-0.218,0.101238,3.98286
-1,-0.219,0.10102,3.98296
-1,-0.22,0.1008,3.98306
-1,-0.221,0.10058,3.98316
-1,-0.222,0.100358,3.98326
-1,-0.223,0.100136,3.98336
-1,-0.224,0.099912,3.98346
-1,-0.225,0.0996875,3.98356
-1,-0.226,0.099462,3.98366
-1,-0.227,0.0992355,3.98376
-1,-0.228,0.099008,3.98386
-1,-0.229,0.0987795,3.98396
-1,-0.23,0.09855,3.98406
-1,-0.231,0.0983195,3.98415
-1,-0.232,0.098088,3.98425
-1,-0.233,0.0978555,3.98435
-1,-0.234,0.097622,3.98445
-1,-0.235,0.0973875,3.98455
-1,-0.236,0.097152,3.98464
-1,-0.237,0.0969155,3.98474
-1,-0.238,0.096678,3.98484
-1,-0.239,0.0964395,3.98493
-1,-0.24,0.0962,3.98503
-1,-0.241,0.0959595,3.98513
-1,-0.242,0.095718,3.98522
-1,-0.243,0.0954755,3.98532
-1,-0.244,0.095232,3.98541
-1,-0.245,0.0949875,3.98551
-1,-0.246,0.094742,3.9856
-1,-0.247,0.0944955,3.9857
-1,-0.248,0.094248,3.98579
-1,-0.249,0.0939995,3.98589
-1,-0.25,0.09375,3.98598
-1,-0.251,0.0934995,3.98607
-1,-0.252,0.093248,3.98617
-1,-0.253,0.0929955,3.98626
-1,-0.254,0.092742,3.98635
-1,-0.255,0.0924875,3.98644
-1,-0.256,0.092232,3.98654
-1,-0.257,0.0919755,3.98663
-1,-0.258,0.091718,3.98672
-1,-0.259,0.0914595,3.98681
-1,-0.26,0.0912,3.9869
-1,-0.261,0.0909395,3.987
-1,-0.262,0.090678,3.98709
-1,-0.263,0.0904155,3.98718
-1,-0.264,0.090152,3.98727
-1,-0.265,0.0898875,3.98736
-1,-0.266,0.089622,3.98745
-1,-0.267,0.0893555,3.98754
-1,-0.268,0.089088,3.98763
-1,-0.269,0.0888195,3.98771
-1,-0.27,0.08855,3.9878
-1,-0.271,0.0882795,3.98789
-1,-0.272,0.088008,3.98798
-1,-0.273,0.0877355,3.98807
-1,-0.274,0.087462,3.98815
-1,-0.275,0.0871875,3.98824
-1,-0.276,0.086912,3.98833
-1,-0.277,0.0866355,3.98842
-1,-0.278,0.086358,3.9885
-1,-0.279,0.0860795,3.98859
-1,-0.28,0.0858,3.98867
-1,-0.281,0.0855195,3.98876
-1,-0.282,0.085238,3.98885
-1,-0.283,0.0849555,3.98893
-1,-0.284,0.084672,3.98902
-1,-0.285,0.0843875,3.9891
-1,-0.286,0.084102,3.98918
-1,-0.287,0.0838155,3.98927
-1,-0.288,0.083528,3.98935
-1,-0.289,0.0832395,3.98944
-1,-0.29,0.08295,3.98952
-1,-0.291,0.0826595,3.9896
-1,-0.292,0.082368,3.98968
-1,-0.293,0.0820755,3.98977
-1,-0.294,0.081782,3.98985
-1,-0.295,0.0814875,3.98993
-1,-0.296,0.081192,3.99001
-1,-0.297,0.0808955,3.99009
-1,-0.298,0.080598,3.99017
-1,-0.299,0.0802995,3.99025
-1,-0.3,0.08,3.99033
-1,-0.301,0.0796995,3.99041
-1,-0.302,0.079398,3.99049
-1,-0.303,0.0790955,3.99057
-1,-0.304,0.078792,3.99065
-1,-0.305,0.0784875,3.99073
-1,-0.306,0.078182,3.99081
-1,-0.307,0.0778755,3.99089
-1,-0.308,0.077568,3.99096
-1,-0.309,0.0772595,3.99104
-1,-0.31,0.07695,3.99112
-1,-0.311,0.0766395,3.99119
-1,-0.312,0.076328,3.99127
-1,-0.313,0.0760155,3.99135
-1,-0.314,0.075702,3.99142
-1,-0.315,0.0753875,3.9915
-1,-0.316,0.075072,3.99157
-1,-0.317,0.0747555,3.99165
-1,-0.318,0.074438,3.99172
-1,-0.319,0.0741195,3.9918
-1,-0.32,0.0738,3.99187
-1,-0.321,0.0734795,3.99195
-1,-0.322,0.073158,3.99202
-1,-0.323,0.0728355,3.99209
-1,-0.324,0.072512,3.99216
-1,-0.325,0.0721875,3.99224
-1,-0.326,0.071862,3.99231
-1,-0.327,0.0715355,3.99238
-1,-0.328,0.071208,3.99245
-1,-0.329,0.0708795,3.99252
-1,-0.33,0.07055,3.99259
-1,-0.331,0.0702195,3.99266
-1,-0.332,0.069888,3.99273
-1,-0.333,0.0695555,3.9928
-1,-0.334,0.069222,3.99287
-1,-0.335,0.0688875,3.99294
-1,-0.336,0.068552,3.99301
-1,-0.337,0.0682155,3.99308
-1,-0.338,0.067878,3.99315
-1,-0.339,0.0675395,3.99322
-1,-0.34,0.0672,3.99328
-1,-0.341,0.0668595,3.99335
-1,-0.342,0.066518,3.99342
-1,-0.343,0.0661755,3.99348
-1,-0.344,0.065832,3.99355
-1,-0.345,0.0654875,3.99361
-1,-0.346,0.065142,3.99368
-1,-0.347,0.0647955,3.99374
-1,-0.348,0.064448,3.99381
-1,-0.349,0.0640995,3.99387
-1,-0.35,0.06375,3.99394
-1,-0.351,0.0633995,3.994
-1,-0.352,0.063048,3.99406
-1,-0.353,0.0626955,3.99413
-1,-0.354,0.062342,3.99419
-1,-0.355,0.0619875,3.99425
-1,-0.356,0.061632,3.99431
-1,-0.357,0.0612755,3.99438
-1,-0.358,0.060918,3.99444
-1,-0.359,0.0605595,3.9945
-1,-0.36,0.0602,3.99456
-1,-0.361,0.0598395,3.99462
-1,-0.362,0.059478,3.99468
-1,-0.363,0.0591155,3.99474
-1,-0.364,0.058752,3.9948
-1,-0.365,0.0583875,3.99485
-1,-0.366,0.058022,3.99491
-1,-0.367,0.0576555,3.99497
-1,-0.368,0.057288,3.99503
-1,-0.369,0.0569195,3.99508
-1,-0.37,0.05655,3.99514
-1,-0.371,0.0561795,3.9952
-1,-0.372,0.055808,3.99525
-1,-0.373,0.0554355,3.99531
-1,-0.374,0.055062,3.99536
-1,-0.375,0.0546875,3.99542
-1,-0.376,0.054312,3.99547
-1,-0.377,0.0539355,3.99553
-1,-0.378,0.053558,3.99558
-1,-0.379,0.0531795,3.99564
-1,-0.38,0.0528,3.99569
1,-0.379534,0.05242,3.99574
1,-0.378534,0.052041,3.99579
1,-0.377534,0.051663,3.99584
1,-0.376534,0.0512859,3.9959
1,-0.375534,0.0509099,3.99595
1,-0.374534,0.0505349,3.996
1,-0.373534,0.0501608,3.99605
1,-0.372534,0.0497878,3.9961
1,-0.371534,0.0494158,3.99615
1,-0.370534,0.0490447,3.9962
1,-0.369534,0.0486747,3.99625
1,-0.368534,0.0483057,3.99629
1,-0.367534,0.0479376,3.99634
1,-0.366534,0.0475706,3.99639
1,-0.365534,0.0472046,3.99644
1,-0.364534,0.0468395,3.99648
1,-0.363534,0.0464755,3.99653
1,-0.362534,0.0461125,3.99658
1,-0.361534,0.0457504,3.99662
1,-0.360534,0.0453894,3.99667
1,-0.359534,0.0450294,3.99671
1,-0.358534,0.0446703,3.99676
1,-0.357534,0.0443123,3.9968
1,-0.356534,0.0439553,3.99685
1,-0.355534,0.0435992,3.99689
1,-0.354534,0.0432442,3.99694
1,-0.353534,0.0428902,3.99698
1,-0.352534,0.0425371,3.99702
1,-0.351534,0.0421851,3.99706
1,-0.350534,0.0418341,3.99711
1,-0.349534,0.041484,3.99715
1,-0.348534,0.041135,3.99719
1,-0.347534,0.040787,3.99723
1,-0.346534,0.0404399,3.99727
1,-0.345534,0.0400939,3.99731
1,-0.344534,0.0397489,3.99735
1,-0.343534,0.0394048,3.99739
1,-0.342534,0.0390618,3.99743
1,-0.341534,0.0387198,3.99747
1,-0.340534,0.0383787,3.99751
1,-0.339534,0.0380387,3.99754
1,-0.338534,0.0376996,3.99758
1,-0.337534,0.0373616,3.99762
1,-0.336534,0.0370246,3.99766
1,-0.335534,0.0366885,3.99769
1,-0.334534,0.0363535,3.99773
1,-0.333534,0.0360195,3.99777
1,-0.332534,0.0356864,3.9978
1,-0.331534,0.0353544,3.99784
1,-0.330534,0.0350234,3.99787
1,-0.329534,0.0346933,3.99791
1,-0.328534,0.0343643,3.99794
1,-0.327534,0.0340363,3.99798
1,-0.326534,0.0337092,3.99801
1,-0.325534,0.0333832,3.99804
1,-0.324534,0.0330582,3.99808
1,-0.323534,0.0327341,3.99811
1,-0.322534,0.0324111,3.99814
1,-0.321534,0.0320891,3.99818
1,-0.320534,0.031768,3.99821
1,-0.319534,0.031448,3.99824
1,-0.318534,0.031129,3.99827
1,-0.317534,0.0308109,3.9983
1,-0.316534,0.0304939,3.99833
1,-0.315534,0.0301779,3.99836
1,-0.314534,0.0298628,3.99839
1,-0.313534,0.0295488,3.99842
1,-0.312534,0.0292358,3.99845
1,-0.311534,0.0289237,3.99848
1,-0.310534,0.0286127,3.99851
1,-0.309534,0.0283027,3.99854
1,-0.308534,0.0279936,3.99857
1,-0.307534,0.0276856,3.99859
1,-0.306534,0.0273786,3.99862
1,-0.305534,0.0270725,3.99865
1,-0.304534,0.0267675,3.99867
1,-0.303534,0.0264635,3.9987
1,-0.302534,0.0261604,3.99873
1,-0.301534,0.0258584,3.99875
1,-0.300534,0.0255574,3.99878
1,-0.299534,0.0252573,3.99881
1,-0.298534,0.0249583,3.99883
1,-0.297534,0.0246603,3.99885
1,-0.296534,0.0243632,3.99888
1,-0.295534,0.0240672,3.9989
1,-0.294534,0.0237722,3.99893
1,-0.293534,0.0234781,3.99895
1,-0.292534,0.0231851,3.99897
1,-0.291534,0.0228931,3.999
1,-0.290534,0.022602,3.99902
1,-0.289534,0.022312,3.99904
1,-0.288534,0.022023,3.99906
1,-0.287534,0.0217349,3.99909
1,-0.286534,0.0214479,3.99911
1,-0.285534,0.0211619,3.99913
1,-0.284534,0.0208768,3.99915
1,-0.283534,0.0205928,3.99917
1,-0.282534,0.0203098,3.99919
1,-0.281534,0.0200277,3.99921
1,-0.280534,0.0197467,3.99923
1,-0.279534,0.0194666,3.99925
1,-0.278534,0.0191876,3.99927
1,-0.277534,0.0189096,3.99929
1,-0.276534,0.0186325,3.99931
1,-0.275534,0.0183565,3.99933
1,-0.274534,0.0180815,3.99935
1,-0.273534,0.0178074,3.99936
1,-0.272534,0.0175344,3.99938
1,-0.271534,0.0172624,3.9994
1,-0.270534,0.0169913,3.99942
1,-0.269534,0.0167213,3.99943
1,-0.268534,0.0164523,3.99945
1,-0.267534,0.0161842,3.99947
1,-0.266534,0.0159172,3.99948
1,-0.265534,0.0156512,3.9995
1,-0.264534,0.0153861,3.99951
1,-0.263534,0.0151221,3.99953
1,-0.262534,0.0148591,3.99954
1,-0.261534,0.014597,3.99956
1,-0.260534,0.014336,3.99957
1,-0.259534,0.014076,3.99959
1,-0.258534,0.0138169,3.9996
1,-0.257534,0.0135589,3.99961
1,-0.256534,0.0133019,3.99963
1,-0.255534,0.0130458,3.99964
1,-0.254534,0.0127908,3.99965
1,-0.253534,0.0125368,3.99967
1,-0.252534,0.0122837,3.99968
1,-0.251534,0.0120317,3.99969
1,-0.250534,0.0117807,3.9997
1,-0.249534,0.0115306,3.99971
1,-0.248534,0.0112816,3.99973
1,-0.247534,0.0110336,3.99974
1,-0.246534,0.0107865,3.99975
1,-0.245534,0.0105405,3.99976
1,-0.244534,0.0102955,3.99977
1,-0.243534,0.0100514,3.99978
1,-0.242534,0.0098084,3.99979
1,-0.241534,0.00956636,3.9998
1,-0.240534,0.00932533,3.99981
1,-0.239534,0.00908529,3.99982
1,-0.238534,0.00884626,3.99983
1,-0.237534,0.00860823,3.99984
1,-0.236534,0.00837119,3.99984
1,-0.235534,0.00813516,3.99985
1,-0.234534,0.00790013,3.99986
1,-0.233534,0.00766609,3.99987
1,-0.232534,0.00743306,3.99988
1,-0.231534,0.00720102,3.99988
1,-0.230534,0.00696999,3.99989
1,-0.229534,0.00673996,3.9999
1,-0.228534,0.00651092,3.9999
1,-0.227534,0.00628289,3.99991
1,-0.226534,0.00605585,3.99992
1,-0.225534,0.00582982,3.99992
1,-0.224534,0.00560479,3.99993
1,-0.223534,0.00538075,3.99993
1,-0.222534,0.00515772,3.99994
1,-0.221534,0.00493569,3.99994
1,-0.220534,0.00471465,3.99995
1,-0.219534,0.00449462,3.99995
1,-0.218534,0.00427558,3.99996
1,-0.217534,0.00405755,3.99996
1,-0.216534,0.00384052,3.99996
1,-0.215534,0.00362448,3.99997
1,-0.214534,0.00340945,3.99997
1,-0.213534,0.00319541,3.99998
1,-0.212534,0.00298238,3.99998
1,-0.211534,0.00277035,3.99998
1,-0.210534,0.00255931,3.99998
1,-0.209534,0.00234928,3.99999
1,-0.208534,0.00214024,3.99999
1,-0.207534,0.00193221,3.99999
